Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
40.2,679,4,Full-Time,N,74553,Mortgage,11116,Married,N,Female,0.1443,N,11175
49,695,2,Full-Time,Y,100854,Auto,14240,Married,N,Female,0.1448,N,14315
28.2,707,2,Full-Time,N,62735,Auto,8265,Single,N,Female,0.1289,N,8319
22.1,795,1,Full-Time,Y,39564,Medical,9392,Married,N,Female,0.0559,N,9396
33.6,689,1,Full-Time,N,48036,Credit Card,6461,Single,N,Female,0.0984,N,6509
32.5,732,3,Full-Time,Y,46340,Credit Card,7301,Married,N,Female,0.0821,N,7315
41.4,720,2,Full-Time,N,93717,Mortgage,18444,Single,N,Female,0.1186,N,18512
39.8,614,3,Part-Time,N,97158,Credit Card,25486,Single,Y,Female,0.1308,Y,25771
37,636,3,Part-Time,N,81478,Credit Card,7966,Single,Y,Male,0.1408,Y,8160
27.2,735,2,Full-Time,N,41989,Business,4760,Single,N,Female,0.0872,N,4783
30.9,742,1,Full-Time,N,35544,Medical,9475,Single,N,Male,0.0749,N,9490
39.3,717,3,Full-Time,N,97691,Credit Card,29585,Single,N,Male,0.1246,N,29701
32.7,719,3,Full-Time,Y,71809,Auto,10312,Married,N,Male,0.1137,N,10377
25.5,1011,2,Full-Tme,Y,447181,Credit Crad,899867,Married,N,Mail,0.0975,N,900095
58.2,712,1,Full-Time,Y,76801,Credit Card,18285,Single,N,Male,0.1338,N,18368
48,656,3,Part-Time,N,120675,Auto,42230,Single,Y,Male,0.1469,Y,42523
39.4,781,2,Full-Time,Y,59259,Medical,2809,Married,N,Female,0.0965,N,2823
47.9,733,4,Full-Time,Y,70102,Credit Card,35383,Married,N,Female,0.1292,N,35413
49.1,752,2,Full-Time,N,91336,Credit Card,16684,Single,N,Non-Binary,0.1136,N,16740
54.4,661,3,Full-Time,N,114403,Business,68057,Single,N,Non-Binary,0.1549,N,68218
53.9,611,2,Part-Time,N,122410,Credit Card,14984,Single,Y,Non-Binary,0.1575,Y,15276
58.1,647,2,Unemployed,N,116447,Credit Card,20340,Married,Y,Non-Binary,0.1833,Y,20550
42.4,654,2,,Y,120404,Auto,55088,Married,Y,Female,0.1613,Y,55331
35.8,717,2,Full-Time,N,122693,Credit Card,58709,Married,N,Male,0.1334,Y,58872
31.4,740,2,Full-Time,N,138219,Mortgage,21015,Single,N,Female,0.1247,N,21110
23.1,766,0,Full-Time,N,44557,Medical,5161,Single,N,Female,0.0789,N,5170
39.6,724,2,Full-Time,N,99363,Credit Card,16783,Single,N,Non-Binary,0.1287,N,16906
31.9,747,2,Full-Time,N,59240,Mortgage,3509,Single,N,Male,0.0828,N,3526
34.9,482,1,Full-Tme,N,-262274,Auto,453996,Married,N,Femalee,0.1279,N,453822
33.6,722,4,Full-Time,N,76315,Credit Card,14559,Single,N,Female,0.1285,N,14628
33.8,745,2,Full-Time,Y,49946,Mortgage,3741,Married,N,Male,0.111,N,3763
23.1,789,2,Full-Time,N,64884,Mortgage,5472,Single,N,Male,0.0823,N,5494
25.9,703,0,Full-Time,N,38478,Credit Card,2517,Married,N,Male,0.0913,N,2540
35.7,700,2,Full-Time,N,78424,Auto,6150,Married,N,Female,0.1546,N,6220
24.9,701,2,Full-Time,N,46097,Credit Card,2125,Single,N,Male,0.0954,N,2174
24.4,745,2,Full-Time,N,55455,Auto,7073,Single,N,Male,0.0894,N,7112
20.8,721,1,Full-Time,Y,25386,Auto,580,Single,N,Female,0.0808,N,596
57.1,712,2,Full-Time,N,118987,Auto,21237,Single,N,Male,0.1486,N,21314
46.6,651,2,Part-Time,N,104291,Auto,22841,Single,Y,Female,0.1543,Y,23056
55.4,599,2,Part-Time,N,209693,Credit Card,48368,Single,Y,Female,0.1971,Y,49033
28.8,675,2,Part-Time,Y,51228,Business,5773,Single,Y,Male,0.1055,Y,5872
25,722,0,Full-Time,N,58635,Credit Card,3781,Married,N,Male,0.0896,N,3858
28.9,755,2,Full-Time,N,61346,Medical,7903,Single,N,Male,0.0901,N,7920
36.6,739,3,Full-Time,N,160318,Credit Card,38552,Single,N,Female,0.1665,N,38713
37.2,747,2,,Y,63911,Auto,39212,Single,N,Female,0.0688,N,39263
63.1,649,3,Part-Time,N,243737,Auto,172281,Single,N,Male,0.1978,Y,172707
50.5,609,3,Unemployed,Y,207787,Credit Card,107937,Married,Y,Female,0.2037,Y,108572
25.5,687,2,Full-Time,N,71298,Auto,8133,Single,N,Non-Binary,0.1368,Y,8213
30.9,718,2,Full-Time,Y,55430,Credit Card,4916,Married,N,Male,0.1221,N,4937
46.6,665,2,Part-Time,Y,147343,Credit Card,52103,Single,Y,Male,0.1508,Y,52464
43.8,685,3,Unemployed,N,85837,Credit Card,11052,Single,Y,Female,0.1301,Y,11213
55.9,316,2,Prat-Time,N,294522,Credit Crad,425039,Single,N,Mail,0.1883,Y,424628
31.4,717,3,Part-Time,N,75075,Business,7890,Single,Y,Male,0.1094,Y,7984
45.6,675,3,Full-Time,Y,103098,Credit Card,27635,Single,N,Male,0.1328,N,27805
32.8,724,2,Part-Time,Y,73104,Credit Card,13360,Married,N,Male,0.119,N,13438
47.8,721,2,Full-Time,N,50585,Credit Card,3582,Single,N,Female,0.1221,N,3630
30.6,725,2,Full-Time,N,42969,Credit Card,2585,Single,N,Male,0.1053,N,2621
51.1,688,3,Full-Time,Y,78913,Auto,19304,Single,N,Male,0.1481,N,19395
18.5,763,2,Full-Time,Y,45378,Auto,2265,Married,N,Non-Binary,0.0821,N,2295
37,731,3,Full-Time,N,110274,Credit Card,14591,Single,N,Female,0.1264,N,14698
28.6,719,4,Part-Time,N,96955,Credit Card,20681,Single,N,Female,0.1333,Y,20783
35.3,659,2,Part-Time,Y,95020,Credit Card,13543,Single,N,Female,0.169,Y,13742
52.6,635,2,Part-Time,Y,162191,Credit Card,39458,Married,Y,Female,0.2252,Y,39706
23.6,712,2,Full-Time,Y,44810,Business,3614,Married,N,Female,0.1049,N,3638
39.1,657,2,Part-Time,Y,84354,Credit Card,14942,Married,Y,Female,0.1476,Y,15153
31.1,705,3,Unemployed,Y,88801,Auto,11828,Single,Y,Non-Binary,0.1241,Y,11971
18,731,1,Part-Time,Y,27296,Credit Card,2757,Married,Y,Female,0.0774,Y,2775
36.7,730,2,Full-Time,N,65194,Credit Card,5525,Single,N,Female,0.099,N,5544
43.6,677,2,Part-Time,Y,109544,Credit Card,57599,Married,N,Female,0.1343,Y,57771
40.5,676,3,Part-Time,N,119339,Auto,15666,Married,Y,Female,0.1432,Y,15895
57.1,657,2,Full-Time,N,137455,Auto,39676,Married,N,Male,0.1729,Y,39932
43.3,773,4,Full-Time,Y,138708,Business,23087,Married,N,Female,0.151,N,23116
36.4,691,2,Part-Time,N,98750,Auto,23404,Single,Y,Male,0.1316,Y,23553
46.2,734,2,Full-Time,N,142051,Credit Card,56499,Single,N,Female,0.1353,N,56626
44.7,653,3,Unemployed,N,86190,Credit Card,32686,Single,Y,Female,0.1486,Y,32857
52.5,722,2,Full-Time,N,92356,Credit Card,134768,Single,N,Female,0.1312,N,134814
41.3,680,2,Full-Time,N,84705,Auto,9327,Single,N,Female,0.1408,N,9429
40.4,675,2,Full-Time,N,114036,Credit Card,14304,Single,N,Female,0.1221,N,14480
61.5,733,2,Full-Time,Y,80497,Credit Card,43414,Married,N,Female,0.1583,N,43421
59.4,697,2,Full-Time,Y,93769,Mortgage,13189,Married,N,Female,0.13,N,13282
53.3,756,3,Full-Time,Y,50289,Mortgage,4805,Married,N,Non-Binary,0.0753,N,4812
52,689,2,Unemployed,Y,307586,Business,236521,Married,Y,Non-Binary,0.2147,Y,237068
36.7,654,2,Unemployed,Y,146926,Credit Card,69079,Married,Y,Female,0.1676,Y,69462
39.7,951,2,,N,368232,Auto,922042,Single,N,Femalee,0.119,N,921832
46.1,659,2,Part-Time,Y,59266,Business,17913,Married,Y,Non-Binary,0.1346,Y,18011
20,749,1,Full-Time,Y,41855,Credit Card,3153,Married,N,Female,0.0959,N,3167
30.6,762,1,Full-Time,Y,38831,Credit Card,3769,Married,N,Female,0.087,N,3776
30.8,670,2,Part-Time,Y,54505,Credit Card,7724,Single,N,Female,0.1239,Y,7794
49.9,636,3,Part-Time,N,130567,Auto,92058,Single,Y,Female,0.164,Y,92385
48.9,662,2,Part-Time,N,116596,Business,31268,Married,N,Female,0.1618,Y,31547
45.1,705,2,Full-Time,Y,51289,Credit Card,8944,Married,N,Male,0.0947,N,8989
42.1,741,2,Full-Time,N,61791,Medical,7636,Single,N,Male,0.1151,N,7653
30.4,772,2,Full-Time,Y,65423,Mortgage,3424,Married,N,Male,0.1082,N,3432
54.3,711,1,Full-Time,Y,62068,Medical,3852,Married,N,Male,0.1077,N,3886
47.4,690,2,Full-Time,N,79388,Mortgage,8193,Single,N,Female,0.1527,N,8239
21.3,738,2,Full-Time,N,48765,Credit Card,4280,Single,N,Male,0.0912,N,4315
19,729,1,Part-Time,Y,46712,Credit Card,5018,Married,N,Female,0.12,N,5052
50.7,690,2,Full-Time,Y,106359,Credit Card,13575,Married,N,Female,0.1519,N,13706
22.6,776,0,Full-Time,Y,45503,Medical,25467,Married,N,Female,0.0796,N,25473
51.3,385,2,Prat-Time,N,239240,Credit Crad,177430,Married,Y,Femalee,0.1906,Y,176800
33.4,759,2,Full-Time,N,93842,Credit Card,26418,Single,N,Non-Binary,0.1087,N,26448
27.2,760,2,Full-Time,N,23139,Mortgage,964,Single,N,Female,0.0637,N,967
27.1,803,2,,N,43973,Mortgage,5027,Single,N,Female,0.0771,N,5029
44.7,741,3,Full-Time,Y,107212,Auto,36781,Married,N,Male,0.1355,N,36838
48,647,2,Unemployed,N,115026,Auto,25138,Single,Y,Male,0.1966,Y,25350
42.4,788,2,Full-Time,Y,111290,Medical,9908,Married,N,Female,0.1147,N,9935
31,734,2,Full-Time,N,56069,Credit Card,11317,Single,N,Male,0.1261,N,11357
38.7,668,3,Part-Time,Y,91696,Auto,21020,Single,Y,Male,0.1392,Y,21206
39.4,1076,3,Full-Tme,Y,142496,Mortgarage,40610,Married,N,Femalee,0.1502,N,40504
42.7,709,2,Full-Time,N,148115,Auto,19744,Married,N,Male,0.1622,N,19940
42.7,671,2,Part-Time,Y,86662,Business,16522,Married,Y,Female,0.137,Y,16678
26.3,782,1,Full-Time,N,75081,Credit Card,28749,Single,N,Female,0.1213,N,28754
51.8,669,2,Full-Time,Y,71605,Business,6152,Married,N,Non-Binary,0.149,Y,6267
47.6,693,2,Full-Time,N,106713,Credit Card,30746,Single,N,Female,0.1179,N,30857
49.4,640,3,Unemployed,Y,164333,Auto,81015,Married,Y,Male,0.1811,Y,81405
33.4,751,0,Full-Time,Y,44526,Medical,2775,Married,N,Non-Binary,0.0764,N,2792
47.4,642,2,Part-Time,N,86074,Credit Card,13335,Married,Y,Female,0.1338,Y,13508
40.4,632,3,Part-Time,Y,98044,Auto,9612,Married,Y,Male,0.1388,Y,9858
55.8,661,2,Part-Time,Y,191184,Credit Card,127929,Married,Y,Female,0.2097,Y,128353
30.8,746,2,Part-Time,N,88992,Credit Card,24550,Single,N,Female,0.1196,N,24641
24.6,722,3,Full-Time,N,89395,Credit Card,7192,Single,N,Non-Binary,0.1109,N,7294
19.4,743,2,Full-Time,Y,56917,Credit Card,4859,Married,N,Male,0.0863,N,4907
30.6,810,2,Full-Time,N,47996,Medical,34093,Married,N,Male,0.0665,N,34096
34.4,678,2,Full-Time,Y,72262,Auto,7310,Married,N,Male,0.1378,N,7368
41.4,600,2,Part-Time,N,100329,Credit Card,25165,Married,Y,Male,0.1705,Y,25459
39.2,757,2,Full-Time,N,60366,Mortgage,5466,Single,N,Female,0.098,N,5479
26.6,733,3,Full-Time,N,69680,Credit Card,5826,Single,N,Female,0.1045,N,5896
39.6,673,2,Part-Time,N,81086,Credit Card,12492,Single,Y,Female,0.1564,Y,12613
21.2,716,0,Part-Time,Y,34261,Auto,3052,Married,N,Female,0.0687,N,3088
33.1,778,2,Full-Time,N,80239,Medical,11589,Married,N,Female,0.1,N,11601
24.2,721,0,Full-Time,N,20043,Auto,643,Single,N,Male,0.07,N,651
45.2,703,2,Part-Time,N,92491,Credit Card,38495,Married,N,Male,0.1436,N,38607
37.4,769,2,Full-Time,N,50071,Medical,7019,Single,N,Non-Binary,0.0808,N,7035
36.8,720,2,Full-Time,N,81538,Mortgage,6648,Single,N,Female,0.1148,N,6705
35.2,673,2,Part-Time,Y,174455,Business,276954,Married,N,Non-Binary,0.1439,Y,277346
26,707,3,Full-Time,N,129635,Auto,13443,Married,N,Male,0.1661,Y,13564
20.1,747,2,Full-Time,N,29032,Mortgage,1349,Married,N,Female,0.0461,N,1357
37.3,736,2,Full-Time,N,101588,Credit Card,37152,Married,N,Male,0.1438,Y,37247
41.2,762,0,Full-Time,N,42942,Credit Card,3688,Single,N,Male,0.0941,N,3702
31.9,709,2,Full-Time,N,54660,Auto,10755,Single,N,Female,0.11,N,10791
43.3,718,2,Full-Time,Y,117116,Auto,32918,Married,N,Female,0.1313,N,33013
34.3,757,0,Full-Time,N,40419,Mortgage,1633,Single,N,Female,0.0826,N,1637
31.6,696,2,Part-Time,N,101464,Credit Card,57651,Married,N,Male,0.145,Y,57806
27.8,705,2,Part-Time,N,130614,Auto,22177,,Y,Female,0.1371,Y,22392
34.1,664,3,Part-Time,N,127259,Auto,17814,Single,Y,Female,0.1456,Y,18137
30,735,1,Full-Time,N,72104,Credit Card,14557,Single,N,Male,0.0917,N,14609
46.3,728,2,Full-Time,Y,84998,Credit Card,8669,Married,N,Female,0.1203,N,8723
23.6,795,2,Full-Time,N,49829,Mortgage,7448,Married,N,Non-Binary,0.0876,N,7454
45.1,739,2,Full-Time,Y,50195,Medical,6550,Married,N,Female,0.1122,N,6560
45,612,2,Unemployed,N,71396,Credit Card,25996,Single,Y,Male,0.1348,Y,26194
33.9,776,0,Full-Time,Y,30473,Medical,2600,Married,N,Male,0.0923,N,2602
45.1,764,2,Full-Time,N,100675,Credit Card,15203,Married,N,Male,0.1439,N,15231
54,633,2,Part-Time,Y,108458,Business,18821,Married,Y,Male,0.1783,Y,19083
20.9,778,0,Full-Time,N,37858,Medical,6163,Single,N,Female,0.07,N,6167
28,724,3,Full-Time,Y,88415,Auto,25014,Married,N,Female,0.1373,N,25073
31.3,755,1,Full-Time,N,67410,Credit Card,7725,Single,N,Female,0.1021,N,7742
40.8,716,3,Full-Time,N,86949,Business,20412,Married,N,Male,0.1211,N,20470
55.8,704,3,Full-Time,N,70897,Mortgage,8042,Single,N,Female,0.1051,N,8107
43.2,614,2,Part-Time,Y,53056,Auto,5911,Married,Y,Non-Binary,0.1189,Y,6054
38.6,691,3,Full-Time,Y,104705,Auto,23023,Married,N,Female,0.1617,N,23138
27.7,729,2,Full-Time,Y,50404,Credit Card,9400,Married,N,Female,0.0946,N,9463
47.4,663,2,Part-Time,N,130330,Business,35670,Single,Y,Female,0.1719,Y,35898
44.7,710,2,Part-Time,N,76762,Auto,37711,Married,N,Male,0.1265,N,37798
49.5,734,2,Full-Time,N,84865,Credit Card,12963,Single,N,Male,0.1196,N,12996
33.4,713,0,Full-Time,N,40325,Mortgage,5529,Single,N,Female,0.096,N,5547
61.8,654,3,Part-Time,Y,185042,Credit Card,51360,Married,Y,Non-Binary,0.1731,Y,51750
36.7,311,2,Full-Tme,N,197778,Medical,39115,Married,N,Mail,0.1145,N,39057
48.1,726,3,Full-Time,N,120908,Business,42394,Single,N,Female,0.1494,N,42476
41.5,683,2,Full-Time,Y,80353,Credit Card,17433,Married,N,Male,0.1296,N,17538
38.4,735,3,Full-Time,Y,145439,Business,40189,Married,N,Male,0.1504,N,40295
29.7,744,2,Full-Time,N,70286,Business,38039,Married,N,Male,0.1332,N,38060
34.1,656,2,Part-Time,Y,124518,Credit Card,32559,Married,Y,Male,0.1556,Y,32834
37.9,728,2,Full-Time,N,83964,Business,35954,Married,N,Non-Binary,0.1288,N,36016
39.3,747,1,Full-Time,N,38106,Mortgage,2904,Single,N,Male,0.0816,N,2915
42.3,722,4,Full-Time,Y,41399,Mortgage,2056,Married,N,Male,0.1119,N,2078
26.7,723,1,Full-Time,N,55412,Business,5220,Single,N,Female,0.0941,N,5256
26.2,718,1,Full-Time,Y,48749,Credit Card,2614,Married,N,Male,0.121,N,2635
29.7,698,2,Part-Time,N,92606,Credit Card,33446,Married,N,Male,0.1609,N,33548
34.6,722,2,Full-Time,N,58996,Business,2436,Single,N,Non-Binary,0.112,N,2491
52.8,664,3,Full-Time,N,48896,Credit Card,3347,Single,N,Female,0.1407,Y,3407
52,656,2,Part-Time,N,114611,Credit Card,10508,Single,N,Non-Binary,0.1588,Y,10704
57.8,663,2,Part-Time,Y,133927,Auto,16142,Married,N,Female,0.1833,Y,16320
47,703,3,Full-Time,N,181022,Credit Card,62261,,N,Female,0.1765,N,62470
54.1,635,3,Part-Time,N,92734,Credit Card,6879,Single,Y,Female,0.1647,Y,7057
51.1,676,2,Part-Time,Y,129880,Credit Card,82657,Married,Y,Male,0.1838,Y,82905
38.2,634,2,Part-Time,Y,160071,Credit Card,107614,Married,N,Female,0.1814,Y,108133
41.6,718,2,Full-Time,N,77953,Business,49828,Married,N,Male,0.0981,N,49919
39.4,705,0,Full-Time,Y,43094,Credit Card,5385,Married,N,Male,0.1068,N,5413
20.2,738,0,Full-Time,Y,29621,Business,1140,Single,N,Female,0.0747,N,1150
19.8,700,2,Full-Time,N,66502,Credit Card,20343,Single,N,Male,0.1139,N,20394
40,708,2,Full-Time,N,78435,Business,9228,Single,N,Male,0.0972,N,9286
23.3,800,1,Full-Time,N,37804,Medical,1143,Single,N,Male,0.0664,N,1148
37.8,704,2,Part-Time,N,146395,Credit Card,49291,Married,Y,Female,0.1759,Y,49471
48.6,750,2,Full-Time,N,75410,Mortgage,18197,Single,N,Male,0.1205,N,18222
23.2,702,0,Part-Time,Y,36635,Credit Card,4831,Married,N,Male,0.1046,Y,4864
35.5,737,2,Full-Time,N,124753,Business,42021,Single,N,Male,0.1322,N,42100
31.7,688,2,Unemployed,Y,76427,Credit Card,9929,Married,N,Female,0.1319,Y,10055
47,750,2,Full-Time,N,61582,Credit Card,6068,Single,N,Female,0.1146,N,6112
39.5,710,2,Full-Time,Y,85330,Credit Card,30581,Married,N,Female,0.1485,N,30661
29.5,724,1,Full-Time,Y,29111,Mortgage,2542,Married,N,Non-Binary,0.071,N,2564
21.3,742,1,Full-Time,N,28477,Mortgage,2027,Single,N,Male,0.0488,N,2034
30.1,645,2,Part-Time,Y,69951,Credit Card,14190,Single,Y,Male,0.1238,Y,14356
37.3,691,2,Part-Time,Y,69902,Auto,6352,Married,N,Female,0.1237,N,6433
48.4,709,2,Full-Time,Y,59269,Mortgage,2810,Married,N,Non-Binary,0.1361,N,2833
27.8,715,3,Full-Time,Y,56788,Credit Card,2580,Married,N,Female,0.1033,N,2651
40.3,712,2,Full-Time,N,106497,Credit Card,20414,Single,N,Female,0.1288,N,20505
38.7,727,3,Part-Time,N,221609,Credit Card,309395,Single,Y,Non-Binary,0.1796,Y,309717
27.2,632,0,Unemployed,Y,45987,Credit Card,6344,Married,Y,Female,0.1359,Y,6428
47.1,716,3,,Y,68780,Credit Card,13246,Married,N,Male,0.1191,N,13309
24.5,716,2,Full-Time,N,55024,Auto,3027,Married,N,Male,0.096,N,3072
29,716,2,Part-Time,N,99938,Auto,11985,Single,N,Female,0.1473,N,12087
30.3,727,1,Full-Time,N,40841,Credit Card,3670,Single,N,Male,0.0871,N,3692
49.5,637,2,Part-Time,N,125257,Auto,105118,Married,N,Male,0.14,Y,105421
24.2,721,2,Full-Time,N,61583,Credit Card,5688,Married,N,Female,0.0699,N,5757
30.2,752,0,Full-Time,Y,44899,Mortgage,3023,Single,N,Male,0.0958,N,3040
37.6,677,2,Part-Time,Y,84423,Credit Card,27083,Married,N,Male,0.1621,Y,27193
39.4,642,2,Part-Time,Y,86785,Credit Card,9791,Married,Y,Male,0.1717,Y,9969
28.1,665,3,Part-Time,Y,98946,Auto,29370,Married,Y,Female,0.1686,Y,29550
48.3,682,2,Full-Time,Y,162624,Credit Card,129587,Married,N,Female,0.1716,N,129819
46.4,729,2,Full-Time,Y,45734,Medical,9621,Married,N,Male,0.0695,N,9640
44.7,690,2,Part-Time,Y,86224,Auto,6691,Married,N,Female,0.1447,N,6794
41.1,730,2,Full-Time,N,66783,Auto,12488,Single,N,Male,0.1151,N,12509
50.7,692,3,Part-Time,Y,109708,Business,7221,Married,N,Female,0.139,N,7372
52.1,696,3,Full-Time,Y,149383,Auto,20083,Married,N,Male,0.1565,N,20165
51.3,720,2,Full-Time,Y,119241,Business,72513,Married,N,Female,0.1287,N,72633
29.2,721,2,Full-Time,Y,55574,Business,8647,Single,N,Female,0.1068,N,8679
43.3,693,2,Full-Time,N,106869,Credit Card,19415,Married,N,Female,0.1362,N,19534
40.6,669,2,Part-Time,N,82341,Business,9491,Married,N,Female,0.1413,Y,9641
37.1,711,2,Full-Time,N,69044,Auto,18591,Single,N,Male,0.1355,N,18653
31.6,998,2,Full-Tme,N,456395,Credit Crad,312443,Single,N,Femalee,0.1139,N,312803
26.8,712,1,Part-Time,Y,81192,Mortgage,6592,Married,N,Male,0.1373,Y,6696
34.8,731,2,,N,67507,Medical,5924,Single,N,Male,0.0892,N,5959
36.3,761,2,Full-Time,N,68397,Auto,10292,Single,N,Female,0.1145,N,10309
44.7,733,2,Full-Time,N,57439,Mortgage,11217,Single,N,Male,0.0884,N,11247
54.1,624,2,Part-Time,Y,169222,Business,22908,Married,Y,Female,0.1925,Y,23372
37.9,1025,2,Full-Tme,Y,451788,Credit Crad,367399,Married,N,Femalee,0.1358,Y,368035
44.6,755,2,Full-Time,Y,106591,Mortgage,17042,Single,N,Male,0.116,N,17085
51.6,707,2,Full-Time,Y,114240,Credit Card,13051,Single,N,Male,0.1458,N,13155
39,670,2,Part-Time,N,134263,Credit Card,50473,Single,Y,Female,0.187,Y,50730
38.1,733,2,Full-Time,Y,48088,Auto,7168,Married,N,Female,0.0785,N,7198
59.1,689,2,Part-Time,Y,251705,Auto,259757,Single,N,Female,0.1812,Y,260177
26.8,723,2,Full-Time,N,93041,Auto,34626,Married,N,Male,0.094,N,34710
44.9,650,2,Part-Time,N,82684,Credit Card,13673,Single,N,Female,0.1302,Y,13826
48.5,682,3,Full-Time,Y,103733,Credit Card,21520,Married,N,Female,0.1565,N,21664
25.7,737,2,Full-Time,Y,63876,Mortgage,10200,Married,N,Male,0.0975,N,10243
25,665,2,Part-Time,N,78799,Credit Card,47811,Single,Y,Female,0.1201,Y,47955
38.1,753,2,Full-Time,N,129948,Credit Card,128337,Single,N,Female,0.135,N,128409
50.4,671,2,Part-Time,N,132344,Credit Card,42035,Single,Y,Male,0.1662,Y,42281
31.7,635,2,Part-Time,Y,106758,Credit Card,36471,Married,Y,Female,0.1786,Y,36697
64.6,696,2,Full-Time,N,144932,Auto,33608,Single,N,Male,0.1184,N,33813
28.4,743,2,Full-Time,N,69079,Mortgage,14793,Single,N,Male,0.0997,N,14840
28.1,741,1,Full-Time,N,35373,Auto,876,Married,N,Female,0.0936,N,885
40.9,792,2,Full-Time,Y,58772,Credit Card,5872,Single,N,Female,0.0706,N,5874
28.8,775,0,Full-Time,N,36466,Mortgage,1994,Single,N,Non-Binary,0.0781,N,1996
21.8,767,1,Full-Time,N,20965,Mortgage,747,Single,N,Non-Binary,0.0614,N,749
36.8,643,3,Unemployed,Y,138441,Auto,99662,Married,Y,Male,0.1645,Y,99995
57.1,642,3,Part-Time,N,154241,Credit Card,35685,Single,Y,Male,0.1634,Y,36064
58.1,732,2,Full-Time,Y,82673,Auto,20504,Married,N,Female,0.1366,N,20554
41.3,665,1,Part-Time,Y,67353,Credit Card,5897,Married,N,Male,0.1253,Y,6012
44.4,765,1,Full-Time,N,35450,Mortgage,4273,Single,N,Male,0.093,N,4276
40.8,769,3,Full-Time,Y,130426,Credit Card,13609,Single,N,Male,0.1138,N,13665
25.2,,2,Full-Tme,Y,497857,Credit Crad,570081,Married,N,Femalee,0.1469,N,570464
48.6,641,2,Full-Time,N,105619,Credit Card,24542,Single,N,Female,0.1482,Y,24748
28.2,697,2,Full-Time,N,69835,Auto,16093,Single,N,Female,0.1223,N,16171
41.8,726,2,Full-Time,N,52786,Credit Card,8080,Single,N,Female,0.1294,N,8099
37.9,676,3,Full-Time,N,114546,Credit Card,9184,Single,N,Female,0.1823,Y,9317
28.3,719,2,Full-Time,N,78419,Auto,16604,Single,N,Male,0.1153,N,16665
38.9,792,2,Full-Time,N,51362,Medical,32184,Single,N,Male,0.0765,N,32189
51.1,674,2,Part-Time,Y,168180,Credit Card,28285,Married,N,Male,0.1713,Y,28547
53.5,636,3,Part-Time,N,121969,Credit Card,29752,Single,N,Male,0.1763,Y,30058
41.9,725,2,Full-Time,N,98195,Auto,23141,Single,N,Male,0.1216,N,23230
30,714,1,Full-Time,N,17770,Auto,632,Single,N,Female,0.072,N,639
44.3,737,2,Full-Time,N,56033,Mortgage,4081,Married,N,Male,0.1059,N,4105
31.2,769,2,Full-Time,N,61660,Business,21671,Single,N,Female,0.0975,N,21702
27.1,744,1,Full-Time,N,43430,Auto,3395,Single,N,Female,0.0689,N,3421
45,769,2,Full-Time,Y,80261,Medical,37362,Married,N,Male,0.0876,N,37397
24.4,668,2,Unemployed,Y,55295,Auto,5809,Married,N,Non-Binary,0.1497,Y,5897
35.3,649,2,Part-Time,Y,103022,Credit Card,25472,Married,Y,Male,0.1294,Y,25747
46.8,714,1,Part-Time,N,77221,Business,17889,Single,N,Female,0.1187,N,17983
36.1,661,2,Part-Time,N,95957,Auto,12890,Married,Y,Male,0.144,Y,13072
29.9,766,0,Full-Time,Y,36032,Credit Card,5063,Married,N,Female,0.0596,N,5070
21.7,750,1,Full-Time,N,42803,Credit Card,24000,Single,N,Female,0.0812,N,24012
41.3,696,2,Full-Time,N,97354,Credit Card,20850,Single,N,Male,0.1406,N,20949
25,825,2,Full-Time,Y,53937,Credit Card,3491,Married,N,Female,0.0871,N,3492
28.6,713,1,Full-Time,N,44309,Auto,3141,Single,N,Male,0.0893,N,3178
38.9,701,2,Unemployed,N,123971,Credit Card,32273,Single,Y,Female,0.1431,Y,32501
19.8,694,2,Part-Time,N,40283,Auto,1460,Single,Y,Female,0.1179,Y,1509
27.2,742,1,Full-Time,Y,34107,Mortgage,3024,Married,N,Female,0.0888,N,3038
32.4,713,2,Full-Time,N,68653,Credit Card,8483,Single,N,Male,0.1054,N,8537
34,754,2,Full-Time,Y,108131,Business,8184,Married,N,Non-Binary,0.1139,N,8275
30.7,733,1,Full-Time,Y,60569,Business,7704,Married,N,Non-Binary,0.0879,N,7762
23.6,735,0,Full-Time,Y,40548,Auto,6576,Married,N,Male,0.0819,N,6594
28.8,752,2,Full-Time,Y,60441,Auto,7671,Married,N,Non-Binary,0.1084,N,7705
33.5,775,2,Full-Time,N,41659,Medical,1909,Single,N,Female,0.0892,N,1915
44.4,728,2,Part-Time,N,166844,Credit Card,72375,Married,N,Non-Binary,0.1498,N,72575
36.2,399,1,Full-Time,N,373472,Credit Crad,181324,Single,N,Femalee,0.0683,N,181346
42.3,744,2,,N,145992,Mortgage,25576,Married,N,Female,0.161,N,25642
27.6,775,2,Full-Time,Y,69558,Medical,30481,Married,N,Male,0.1217,N,30487
28.4,706,2,Full-Time,Y,61668,Credit Card,22817,Married,N,Male,0.1398,N,22851
46.8,672,2,Full-Time,Y,54847,Mortgage,6918,Married,N,Male,0.1307,Y,7004
56.9,659,4,Part-Time,N,108630,Credit Card,81423,Single,Y,Female,0.1429,Y,81658
